"SCIENTIFIC NAME","OBSERVATION COUNT","LATITUDE","LONGITUDE","OBSERVATION DATE"
"Pycnonotus penicillatus","X",6.8114723,80.5000126,"5/15/14"
"Pycnonotus penicillatus","X",6.9929702,80.4185249,"11/3/14"
"Pycnonotus penicillatus","X",6.779981,80.794015,"12/17/14"
"Pycnonotus penicillatus","35",6.8094802,80.499377,"1/25/15"
"Pycnonotus penicillatus","5",7.254428,80.4954014,"3/7/15"
"Pycnonotus penicillatus","X",6.4359525,80.4193291,"12/17/15"
"Pycnonotus penicillatus","5",6.8098697,80.5003258,"1/7/16"
"Pycnonotus penicillatus","2",6.405472,80.431371,"3/31/16"
"Pycnonotus penicillatus","X",6.8114723,80.5000126,"5/6/16"
"Pycnonotus penicillatus","5",6.9923852,80.4145982,"1/17/17"
"Pycnonotus penicillatus","2",6.4284283,80.438737,"2/12/17"
"Pycnonotus penicillatus","5",6.8114723,80.5000126,"5/6/17"
"Pycnonotus penicillatus","X",6.450528,80.412391,"7/23/17"
"Pycnonotus penicillatus","3",6.4089602,80.4453278,"9/17/17"
"Pycnonotus penicillatus","1",6.4089602,80.4453278,"9/17/17"
"Pycnonotus penicillatus","2",6.4333538,80.4185057,"2/11/18"
"Pycnonotus penicillatus","X",6.4089602,80.4453278,"2/16/18"
"Pycnonotus penicillatus","4",6.8114723,80.5000126,"2/11/18"
"Pycnonotus penicillatus","2",6.440509,80.417762,"3/21/18"
"Pycnonotus penicillatus","2",6.9875995,80.422883,"3/18/18"
"Pycnonotus penicillatus","2",6.440509,80.417762,"3/21/18"
"Pycnonotus penicillatus","X",6.4359525,80.4193291,"3/21/18"
"Pycnonotus penicillatus","X",6.4261591,80.824968,"3/18/18"
"Pycnonotus penicillatus","2",6.9875995,80.422883,"3/18/18"
"Pycnonotus penicillatus","X",6.8114723,80.5000126,"4/24/18"
"Pycnonotus penicillatus","X",6.4333538,80.4185057,"7/22/18"
"Pycnonotus penicillatus","10",6.835,80.4083,"8/12/18"
"Pycnonotus penicillatus","1",6.8114723,80.5000126,"10/24/18"
"Pycnonotus penicillatus","4",6.9954532,80.4060308,"11/23/18"
"Pycnonotus penicillatus","X",6.4609601,80.4296851,"12/15/18"
"Pycnonotus penicillatus","X",6.4509908,80.4137206,"12/16/18"
"Pycnonotus penicillatus","1",6.4089602,80.4453278,"1/24/19"
"Pycnonotus penicillatus","1",6.9875995,80.422883,"1/22/19"
"Pycnonotus penicillatus","18",6.8114723,80.5000126,"1/28/19"
"Pycnonotus penicillatus","3",6.4325772,80.4106639,"2/16/19"
"Pycnonotus penicillatus","4",6.4325772,80.4106639,"2/15/19"
"Pycnonotus penicillatus","5",6.432233,80.4162154,"2/17/19"
"Pycnonotus penicillatus","4",6.4325772,80.4106639,"2/15/19"
"Pycnonotus penicillatus","5",6.432233,80.4162154,"2/17/19"
"Pycnonotus penicillatus","3",6.9918379,80.405674,"2/21/19"
"Pycnonotus penicillatus","2",6.8114723,80.5000126,"2/22/19"
"Pycnonotus penicillatus","3",6.4325772,80.4106639,"2/16/19"
"Pycnonotus penicillatus","2",6.4333538,80.4185057,"3/18/19"
"Pycnonotus penicillatus","3",6.4089602,80.4453278,"4/11/19"
"Pycnonotus penicillatus","X",6.4333538,80.4185057,"4/19/19"
"Pycnonotus penicillatus","X",6.4361236,80.6083322,"6/29/19"
"Pycnonotus penicillatus","2",6.99575,80.403186,"6/2/19"
"Pycnonotus penicillatus","2",6.4434606,80.4178834,"8/29/19"
"Pycnonotus penicillatus","1",6.7804209,80.794271,"9/9/19"
"Pycnonotus penicillatus","2",6.7891,80.4605,"9/22/19"
"Pycnonotus penicillatus","2",6.7891,80.4605,"9/22/19"
"Pycnonotus penicillatus","X",6.9918,80.4057,"11/21/19"
"Pycnonotus penicillatus","3",6.993743,80.411,"11/13/19"
"Pycnonotus penicillatus","X",6.9955307,80.4057563,"11/11/19"
"Pycnonotus penicillatus","10",6.8114723,80.5000126,"12/28/19"
"Pycnonotus penicillatus","14",6.8114723,80.5000126,"12/28/19"
"Pycnonotus penicillatus","2",6.8114723,80.5000126,"12/20/19"
"Pycnonotus penicillatus","10",6.8114723,80.5000126,"12/28/19"
"Pycnonotus penicillatus","1",6.8114723,80.5000126,"12/24/19"
"Pycnonotus penicillatus","14",6.8114723,80.5000126,"12/28/19"
"Pycnonotus penicillatus","4",6.431584,80.4151368,"1/3/20"
"Pycnonotus penicillatus","X",6.7891,80.4605,"2/26/20"
"Pycnonotus penicillatus","4",6.4284283,80.438737,"2/17/20"
"Pycnonotus penicillatus","X",6.8114723,80.5000126,"7/12/20"
"Pycnonotus penicillatus","X",6.8114723,80.5000126,"7/11/20"
"Pycnonotus penicillatus","X",6.8082125,80.4772568,"12/24/20"
"Pycnonotus penicillatus","3",6.7601169,80.4486322,"2/27/21"
"Pycnonotus penicillatus","10",6.673977,80.71355,"2/7/21"
